Ts (degC),I (a.u.),P (W),q (slm)
3.624000000000000199e+01,3.371239644135341251e+01,3.493791695532179276e+00,3.507564745655954219e+00
3.952000000000000313e+01,4.590244106898422416e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.228000000000000114e+01,5.398122384699258447e+01,3.500000000000000000e+00,7.142069278881230332e+00
4.217000000000000171e+01,4.975010932274375364e+01,3.500000000000000000e+00,3.573901814271951416e+00
4.115999999999999659e+01,4.993107708045177873e+01,3.491039410282846589e+00,3.514352696749041272e+00
4.184000000000000341e+01,4.993680276992544975e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.278000000000000114e+01,4.956206329229283369e+01,3.246512480210792084e+00,7.477760517290706233e+00
4.368999999999999773e+01,4.985453170770689013e+01,2.236297375713860003e+00,7.500000000000000000e+00
4.289000000000000057e+01,4.768316745112716859e+01,3.264648997818014209e+00,7.472676354278290134e+00
4.275999999999999801e+01,4.726554689548854071e+01,3.500000000000000000e+00,7.251715980389786154e+00
4.285999999999999943e+01,4.714697042876006350e+01,3.374192893312919495e+00,7.462876565142536833e+00
4.317000000000000171e+01,4.727762898721783102e+01,3.020258195070541163e+00,7.487326276009996562e+00
4.339000000000000057e+01,4.695635473646625968e+01,2.818150481165843768e+00,7.500000000000000000e+00
4.377000000000000313e+01,4.716191782894791373e+01,2.387153424469077745e+00,7.500000000000000000e+00
4.371999999999999886e+01,4.650727245338354976e+01,2.486097315500951144e+00,7.500000000000000000e+00
4.353999999999999915e+01,4.512916995225625527e+01,2.776528957409556408e+00,7.500000000000000000e+00
4.356000000000000227e+01,4.657695389718026036e+01,2.656814249742904366e+00,7.500000000000000000e+00
4.386999999999999744e+01,4.643901257706842500e+01,2.325807783475726698e+00,7.500000000000000000e+00
4.403999999999999915e+01,4.461968213797047866e+01,2.261872029923261529e+00,7.500000000000000000e+00
4.346000000000000085e+01,4.369179276823391689e+01,2.960911186151977681e+00,7.500000000000000000e+00
4.357000000000000028e+01,4.577033630582760537e+01,2.699869910305727316e+00,7.500000000000000000e+00
4.403999999999999915e+01,4.576202124473709176e+01,2.184515299532456822e+00,7.500000000000000000e+00
4.414000000000000057e+01,4.266790694210460089e+01,2.283400379477354747e+00,7.500000000000000000e+00
4.361999999999999744e+01,4.419914946315752502e+01,2.750672505961244241e+00,7.500000000000000000e+00
4.378000000000000114e+01,4.537015890056463263e+01,2.495976479440805473e+00,7.500000000000000000e+00
4.417000000000000171e+01,4.541633151090311316e+01,2.064732001102999703e+00,7.500000000000000000e+00
4.397999999999999687e+01,4.226086807161715342e+01,2.486026711279277990e+00,7.500000000000000000e+00
4.350999999999999801e+01,4.428619768195486728e+01,2.865097356188520905e+00,7.500000000000000000e+00
4.417000000000000171e+01,4.632828552800689437e+01,2.002882623732310741e+00,7.500000000000000000e+00
4.424000000000000199e+01,4.242125882481199994e+01,2.189528843249745726e+00,7.500000000000000000e+00
4.360999999999999943e+01,4.218282229229257041e+01,2.896916779837352962e+00,7.500000000000000000e+00
4.428000000000000114e+01,4.597219642443540266e+01,1.905833627213530335e+00,7.500000000000000000e+00
4.434000000000000341e+01,4.194146378571431200e+01,2.111792406761010543e+00,7.500000000000000000e+00
4.371000000000000085e+01,4.180218959210527885e+01,2.812484557070594970e+00,7.500000000000000000e+00
4.413000000000000256e+01,4.557273103477417919e+01,2.097044962499342358e+00,7.500000000000000000e+00
4.471000000000000085e+01,4.218675192857157441e+01,1.688797454861459935e+00,7.500000000000000000e+00
4.409000000000000341e+01,3.823191177631570525e+01,2.635918414437804280e+00,7.500000000000000000e+00
4.372999999999999687e+01,4.450332302086393810e+01,2.607784649255947329e+00,7.500000000000000000e+00
4.478000000000000114e+01,4.577928947086409295e+01,1.500000000000000000e+00,7.500000000000000000e+00
4.460000000000000142e+01,3.744160155958635272e+01,2.129102229320087858e+00,7.500000000000000000e+00
4.354999999999999716e+01,4.127331967838335203e+01,3.022816510546887159e+00,7.500000000000000000e+00
4.427000000000000313e+01,4.680030259736773246e+01,1.859629345203233086e+00,7.500000000000000000e+00
4.477000000000000313e+01,4.165049084943599667e+01,1.658172963005211109e+00,7.500000000000000000e+00
4.382999999999999829e+01,3.754037463045118983e+01,2.966969940542988127e+00,7.500000000000000000e+00
4.395000000000000284e+01,4.656758682688050044e+01,2.226120971000216109e+00,7.500000000000000000e+00
4.453000000000000114e+01,4.482660027744372400e+01,1.706907224717633564e+00,7.500000000000000000e+00
4.379999999999999716e+01,3.791155895751888494e+01,2.974484310602226955e+00,7.500000000000000000e+00
4.374000000000000199e+01,4.615671686898421910e+01,2.483951999729345328e+00,7.500000000000000000e+00
4.450000000000000000e+01,4.585913376710470146e+01,1.669817608462521141e+00,7.500000000000000000e+00
4.432000000000000028e+01,3.904177901672927931e+01,2.327172112388119274e+00,7.500000000000000000e+00
4.317999999999999972e+01,4.337651028890957150e+01,3.285736548953097191e+00,7.463007484868040109e+00
4.390999999999999659e+01,4.774070274642916445e+01,2.190051538356493577e+00,7.500000000000000000e+00
4.447999999999999687e+01,4.486653228045184250e+01,1.758270175849474759e+00,7.500000000000000000e+00
4.317999999999999972e+01,3.965665992236841930e+01,3.500000000000000000e+00,7.461499073611793875e+00
4.367000000000000171e+01,4.766360796372111963e+01,2.458326584159654438e+00,7.500000000000000000e+00
4.446000000000000085e+01,4.614854963120264131e+01,1.693412714358199400e+00,7.500000000000000000e+00
4.389000000000000057e+01,3.857564777875951734e+01,2.829777257396897561e+00,7.500000000000000000e+00
4.377000000000000313e+01,4.543213628627855627e+01,2.498780313811172160e+00,7.500000000000000000e+00
4.403999999999999915e+01,4.528805290770714720e+01,2.212074859089904866e+00,7.500000000000000000e+00
4.403999999999999915e+01,4.341181542236783031e+01,2.338544294367947085e+00,7.500000000000000000e+00
4.375000000000000000e+01,4.420856580789418189e+01,2.603029180613882332e+00,7.500000000000000000e+00
4.384000000000000341e+01,4.459295814755564180e+01,2.478320646089132495e+00,7.500000000000000000e+00
4.439000000000000057e+01,4.462680722142900436e+01,1.872425932718154051e+00,7.500000000000000000e+00
4.397999999999999687e+01,4.000526670281954722e+01,2.633962984629354409e+00,7.500000000000000000e+00
4.338000000000000256e+01,4.394049562951097698e+01,3.027056902422936346e+00,7.459224756439805759e+00
4.456000000000000227e+01,4.612924637086387492e+01,1.602891300472825353e+00,7.500000000000000000e+00
4.457999999999999829e+01,3.974324742518789577e+01,1.993092472622380873e+00,7.500000000000000000e+00
4.350000000000000000e+01,4.001907339981210043e+01,3.159691267627973144e+00,7.462330762685480678e+00
4.427000000000000313e+01,4.645304100902328059e+01,1.880822864053290466e+00,7.500000000000000000e+00
4.475000000000000000e+01,4.250227092518873917e+01,1.627330469499001619e+00,7.500000000000000000e+00
4.328000000000000114e+01,3.753110610902254507e+01,3.500000000000000000e+00,7.432043704884511826e+00
4.409000000000000341e+01,4.666859695714313006e+01,2.063744941358738760e+00,7.489039561539763135e+00
4.475000000000000000e+01,4.345676109924735897e+01,1.610859642960900562e+00,7.500000000000000000e+00
4.346000000000000085e+01,3.732788355225558519e+01,3.384884478640408645e+00,7.435713230777344585e+00
4.424000000000000199e+01,4.677510611447427635e+01,1.891866529571295308e+00,7.489015965198978719e+00
4.496000000000000085e+01,4.269397558251960589e+01,1.551528517638567806e+00,7.500000000000000000e+00
4.342999999999999972e+01,3.720727697875944529e+01,3.425850946580222711e+00,7.418432874302506974e+00
4.427000000000000313e+01,4.748848415413572610e+01,1.810753827847180641e+00,7.475939586451642249e+00
4.482999999999999829e+01,4.228519239699323862e+01,1.624199505085895723e+00,7.500000000000000000e+00
