Ts (degC),I (a.u.),P (W),q (slm)
3.696999999999999886e+01,3.235168781616544464e+01,3.499356574512324514e+00,3.505060611883270560e+00
4.078000000000000114e+01,4.540110817387253661e+01,3.499968178366789751e+00,3.500337784246387418e+00
4.292000000000000171e+01,5.036915638195458911e+01,3.076424159847021222e+00,7.499272646308321910e+00
4.281000000000000227e+01,4.937029704191662915e+01,3.266632769716477647e+00,7.499292732176288112e+00
4.124000000000000199e+01,4.576400700451041104e+01,3.499959551489952414e+00,3.500477284615426843e+00
4.107999999999999829e+01,4.779247293270738339e+01,3.499957950465534928e+00,3.500485648251865811e+00
4.182000000000000028e+01,4.951030542462363115e+01,3.499949471747729746e+00,3.500747814065879204e+00
4.335999999999999943e+01,4.975040496936075840e+01,2.638985827883590485e+00,7.499300930488923100e+00
4.400000000000000000e+01,4.868970128458624913e+01,2.013978333014092126e+00,7.499364167341118659e+00
4.265999999999999659e+01,4.471775551184118314e+01,3.499898050042890230e+00,5.160431613248039895e+00
4.228999999999999915e+01,4.771861055300694687e+01,3.499988167444247900e+00,3.500047910825268893e+00
4.284000000000000341e+01,4.872402585676644549e+01,3.279141497544526551e+00,7.499272005893242721e+00
4.381000000000000227e+01,4.824742872857189013e+01,2.252590378838698282e+00,7.499321375484933050e+00
4.332000000000000028e+01,4.574807165188041580e+01,2.963192467188183965e+00,7.499249247179778699e+00
4.270000000000000284e+01,4.619029493345810522e+01,3.499926210510621694e+00,6.499261423316261777e+00
4.313000000000000256e+01,4.706012916259469137e+01,3.078855527902935485e+00,7.499232221103781626e+00
4.328000000000000114e+01,4.618433026297048372e+01,2.976325005347236097e+00,7.499230671640473744e+00
4.332999999999999829e+01,4.565330952011331078e+01,2.958903635369051432e+00,7.499228834141435485e+00
4.346999999999999886e+01,4.559545147725619074e+01,2.809975333377471518e+00,7.499234183697785383e+00
4.345000000000000284e+01,4.600689548233147264e+01,2.802993074375721427e+00,7.499226734157140584e+00
4.357000000000000028e+01,4.545553425225624267e+01,2.710506561718052598e+00,7.499230207772193069e+00
4.357999999999999829e+01,4.584513243609087851e+01,2.672273433170883727e+00,7.499225440889231820e+00
4.360999999999999943e+01,4.553184803514966461e+01,2.661446946180544781e+00,7.499220060584787184e+00
4.356000000000000227e+01,4.486900339342155775e+01,2.762537359655875768e+00,7.499203378157163868e+00
4.346000000000000085e+01,4.538319198890950901e+01,2.835772473466531274e+00,7.499187101995657301e+00
4.352000000000000313e+01,4.543710807688034237e+01,2.766428859257942019e+00,7.499184622250018251e+00
4.378999999999999915e+01,4.545666510056418730e+01,2.470020890051133566e+00,7.499209736363646073e+00
4.378999999999999915e+01,4.540272437537673511e+01,2.473799939516108992e+00,7.499199630552242368e+00
4.327000000000000313e+01,4.338001123759464406e+01,3.183781208727374690e+00,7.499149581605756509e+00
4.317000000000000171e+01,4.526468450639027452e+01,3.160966125178705788e+00,7.499135434360869823e+00
4.367999999999999972e+01,4.620539754812085675e+01,2.537741484553492466e+00,7.499164750793706702e+00
4.378999999999999915e+01,4.527188350150363050e+01,2.482965102322232109e+00,7.499164433047081246e+00
4.353999999999999915e+01,4.365967322706833897e+01,2.869136257930101408e+00,7.499116285932399428e+00
4.336999999999999744e+01,4.513214366447441961e+01,2.951701624150656400e+00,7.499096779428836790e+00
4.364999999999999858e+01,4.513626793477459387e+01,2.645447117623740407e+00,7.499115530398472451e+00
4.375999999999999801e+01,4.542420063834536847e+01,2.505066230065598809e+00,7.499120663010880428e+00
4.370000000000000284e+01,4.459813442706852271e+01,2.628522450959605461e+00,7.499096229332783636e+00
4.350999999999999801e+01,4.272842334078881521e+01,2.967176902285623807e+00,7.499053056929059657e+00
4.342999999999999972e+01,4.515653451033795562e+01,2.884420612575278930e+00,7.499042415840289522e+00
4.385999999999999943e+01,4.657471437405987302e+01,2.315154868749557782e+00,7.499098228997604920e+00
