Ts (degC),I (a.u.),P (W),q (slm)
3.414999999999999858e+01,2.944948758721793425e+01,3.500000000000000000e+00,3.500000000000000000e+00
3.771999999999999886e+01,4.448645638138994229e+01,3.453002776046742106e+00,3.608162309325705586e+00
3.990999999999999659e+01,4.888959781691704620e+01,3.498016697420967880e+00,3.500000000000000000e+00
4.021000000000000085e+01,4.684529508496183325e+01,3.489146642637828144e+00,3.519020822702948692e+00
4.074000000000000199e+01,5.089423709154180386e+01,3.488043039513933685e+00,3.521742635070686411e+00
4.160999999999999943e+01,5.062372290112731577e+01,3.498288593429561111e+00,3.500000000000000000e+00
4.232000000000000028e+01,5.020999256221783469e+01,3.500000000000000000e+00,5.102695126055346364e+00
4.279999999999999716e+01,4.950282310150345921e+01,3.213661191244346682e+00,7.480443340121812668e+00
4.245000000000000284e+01,4.909492931954908812e+01,3.487507302524640806e+00,5.663082450857786831e+00
4.192000000000000171e+01,5.011924383326985577e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.220000000000000284e+01,5.015226756033787581e+01,3.500000000000000000e+00,4.212767452750304287e+00
4.321000000000000085e+01,4.911914277744405410e+01,2.804243765179100123e+00,7.500000000000000000e+00
4.371000000000000085e+01,4.970667637105219683e+01,2.237763398024858130e+00,7.500000000000000000e+00
4.321000000000000085e+01,4.662898523797035466e+01,3.036204640645029151e+00,7.486182778540968918e+00
4.277000000000000313e+01,4.629651583533767223e+01,3.478416176028014561e+00,7.059066058825545831e+00
4.296000000000000085e+01,4.765783792725593315e+01,3.210440601484273238e+00,7.471500249979490249e+00
4.322999999999999687e+01,4.813422071165334160e+01,2.891454516743373837e+00,7.493757700082251283e+00
4.361999999999999744e+01,4.691305975319484389e+01,2.568469188238699630e+00,7.500000000000000000e+00
4.372999999999999687e+01,4.676561832180516376e+01,2.457601265914804767e+00,7.500000000000000000e+00
4.382999999999999829e+01,4.578889059473757328e+01,2.413651924915608316e+00,7.500000000000000000e+00
4.367000000000000171e+01,4.439887599868475831e+01,2.682931375822866560e+00,7.500000000000000000e+00
4.346000000000000085e+01,4.465264180826975604e+01,2.896191965918702316e+00,7.500000000000000000e+00
4.371999999999999886e+01,4.666181679473729105e+01,2.475205726177477139e+00,7.500000000000000000e+00
