Ts (degC),I (a.u.),P (W),q (slm)
3.489000000000000057e+01,2.911788787838339232e+01,3.500000000000000000e+00,3.500000000000000000e+00
3.710999999999999943e+01,4.486852050394804792e+01,3.462083685234325969e+00,3.585766096047651175e+00
4.014999999999999858e+01,4.645835279323377165e+01,3.494924735941981275e+00,3.504770332217123752e+00
4.056000000000000227e+01,4.667152139492552010e+01,3.483557768755964457e+00,3.532804642016273089e+00
4.097999999999999687e+01,4.980215051842134955e+01,3.489377492291516170e+00,3.518451479042267849e+00
4.202000000000000313e+01,4.956529569530082568e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.260000000000000142e+01,4.932060623684130007e+01,3.500000000000000000e+00,7.028010594486081786e+00
4.302000000000000313e+01,4.915475341240622242e+01,2.989475451125018779e+00,7.495921968289179560e+00
4.190999999999999659e+01,4.767903086221798503e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.197999999999999687e+01,4.939690523740588901e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.271000000000000085e+01,5.044818765000056260e+01,3.240214619354936154e+00,7.476156088717933024e+00
4.357999999999999829e+01,4.959523730639026695e+01,2.380132040492775936e+00,7.500000000000000000e+00
4.274000000000000199e+01,4.679869625075173190e+01,3.473563305020306302e+00,7.010782857173122551e+00
4.271999999999999886e+01,4.787553484962382555e+01,3.500000000000000000e+00,7.365903773561297996e+00
4.314999999999999858e+01,4.777507659304583854e+01,2.999325395098380032e+00,7.488085341868369049e+00
4.346999999999999886e+01,4.698714879530126609e+01,2.728224666948706911e+00,7.500000000000000000e+00
4.346999999999999886e+01,4.639165491654200935e+01,2.768318751861516880e+00,7.500000000000000000e+00
4.367999999999999972e+01,4.764360007894775606e+01,2.453295646659599871e+00,7.500000000000000000e+00
4.368999999999999773e+01,4.629374168458636518e+01,2.533298931308396007e+00,7.500000000000000000e+00
4.343999999999999773e+01,4.532964299548831377e+01,2.872624882550872893e+00,7.500000000000000000e+00
4.349000000000000199e+01,4.693356530977388275e+01,2.709456067077196106e+00,7.500000000000000000e+00
4.382999999999999829e+01,4.661575258815800993e+01,2.357664216323349216e+00,7.500000000000000000e+00
4.375000000000000000e+01,4.405162426522542063e+01,2.618358225599821232e+00,7.500000000000000000e+00
4.357000000000000028e+01,4.540777007763108486e+01,2.724314788412003807e+00,7.500000000000000000e+00
4.364999999999999858e+01,4.589211561090284164e+01,2.603749514036405088e+00,7.500000000000000000e+00
4.378000000000000114e+01,4.521735887424733846e+01,2.506506514219525528e+00,7.500000000000000000e+00
4.368999999999999773e+01,4.527950132932312499e+01,2.600989897610470614e+00,7.500000000000000000e+00
4.360999999999999943e+01,4.447781610902303839e+01,2.742783709135530046e+00,7.500000000000000000e+00
