Ts (degC),I (a.u.),P (W),q (slm)
3.617999999999999972e+01,2.858874202781962026e+01,3.500000000000000000e+00,3.500000000000000000e+00
3.657000000000000028e+01,3.497184856409762688e+01,3.485478809044948889e+00,3.528066787343454802e+00
3.953000000000000114e+01,4.727128243985006861e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.093999999999999773e+01,4.749950438176679768e+01,3.487448159978157047e+00,3.523209784304621728e+00
4.160999999999999943e+01,4.857049164135399622e+01,3.494891669296410708e+00,3.504851884364743597e+00
4.265999999999999659e+01,4.973441048740613724e+01,3.500000000000000000e+00,7.456785499048379506e+00
4.282999999999999829e+01,4.942111376785763355e+01,3.161242906185523616e+00,7.483910317767603182e+00
4.211999999999999744e+01,4.795858937537666122e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.218999999999999773e+01,4.909736840413574299e+01,3.500000000000000000e+00,3.548755954689697845e+00
4.314999999999999858e+01,5.054882083082758015e+01,2.736173109054062635e+00,7.500000000000000000e+00
4.385999999999999943e+01,4.972882276635404963e+01,2.077874264790606329e+00,7.500000000000000000e+00
4.309000000000000341e+01,4.591577473139047783e+01,3.217719037980257824e+00,7.474511517179620590e+00
4.279999999999999716e+01,4.759035658702941873e+01,3.430975675268707725e+00,7.457902904257337262e+00
4.368999999999999773e+01,4.760166014266921763e+01,2.445359221687230189e+00,7.500000000000000000e+00
4.370000000000000284e+01,4.681338003270673198e+01,2.487473530899708241e+00,7.500000000000000000e+00
4.353999999999999915e+01,4.469858529248057977e+01,2.805659206842818776e+00,7.500000000000000000e+00
4.353999999999999915e+01,4.600452045451073957e+01,2.717464667088338448e+00,7.500000000000000000e+00
4.374000000000000199e+01,4.678774993477377819e+01,2.445035785406242113e+00,7.500000000000000000e+00
4.382999999999999829e+01,4.473200567876021694e+01,2.484859696954917041e+00,7.500000000000000000e+00
4.378000000000000114e+01,4.510126337537678154e+01,2.514719673785717369e+00,7.500000000000000000e+00
4.368999999999999773e+01,4.464427500902321810e+01,2.644227634261634208e+00,7.500000000000000000e+00
4.353000000000000114e+01,4.500383303289491721e+01,2.795474863777268393e+00,7.500000000000000000e+00
4.388000000000000256e+01,4.638983915357201937e+01,2.317752662185375456e+00,7.500000000000000000e+00
4.392999999999999972e+01,4.451542974981213519e+01,2.389233852773247513e+00,7.500000000000000000e+00
4.340999999999999659e+01,4.423821669981195015e+01,2.978529019274118728e+00,7.499468719988705345e+00
4.353999999999999915e+01,4.641636604624060425e+01,2.688820205636899274e+00,7.500000000000000000e+00
4.397999999999999687e+01,4.651073644624062098e+01,2.199465105312724766e+00,7.500000000000000000e+00
4.395000000000000284e+01,4.315805207650322473e+01,2.458476512737874486e+00,7.500000000000000000e+00
4.349000000000000199e+01,4.435774909060073412e+01,2.882277259020995963e+00,7.500000000000000000e+00
4.350999999999999801e+01,4.667845923552659571e+01,2.703670768832091120e+00,7.500000000000000000e+00
4.406000000000000227e+01,4.632984999135411641e+01,2.123477967159701496e+00,7.500000000000000000e+00
4.392999999999999972e+01,4.350534076578937714e+01,2.456600492666646485e+00,7.500000000000000000e+00
4.339999999999999858e+01,4.320434048176615249e+01,3.058475463224448632e+00,7.495064431652240344e+00
4.395000000000000284e+01,4.633092910150352139e+01,2.243826431827677936e+00,7.500000000000000000e+00
4.438000000000000256e+01,4.520938134304599032e+01,1.847450780981096718e+00,7.500000000000000000e+00
4.360999999999999943e+01,3.959882405300744779e+01,3.070925923204482100e+00,7.500000000000000000e+00
4.350999999999999801e+01,4.685645081729253292e+01,2.690930390790116977e+00,7.500000000000000000e+00
4.427000000000000313e+01,4.612249823684130945e+01,1.906256483864016360e+00,7.500000000000000000e+00
4.420000000000000284e+01,4.220867658890943375e+01,2.247006656556944648e+00,7.500000000000000000e+00
4.331000000000000227e+01,4.308737282537639146e+01,3.164374846344301329e+00,7.483204419606030555e+00
4.389999999999999858e+01,4.724274268646596653e+01,2.236421685155803196e+00,7.500000000000000000e+00
4.452000000000000313e+01,4.405955252199299821e+01,1.770613232062882236e+00,7.500000000000000000e+00
4.338000000000000256e+01,3.886556870582689527e+01,3.372049612897288995e+00,7.488246145028119471e+00
4.372999999999999687e+01,4.765641143233158772e+01,2.394748954377845518e+00,7.500000000000000000e+00
4.449000000000000199e+01,4.492611492857175648e+01,1.744745119981164105e+00,7.500000000000000000e+00
4.361999999999999744e+01,3.930693214849615913e+01,3.078546254383638825e+00,7.500000000000000000e+00
4.385000000000000142e+01,4.732675560000055981e+01,2.284950849393478478e+00,7.500000000000000000e+00
4.439999999999999858e+01,4.435971267688024966e+01,1.881391348294803700e+00,7.500000000000000000e+00
4.347999999999999687e+01,3.936342528947378128e+01,3.228046688172938161e+00,7.494751468332487399e+00
4.390999999999999659e+01,4.702584400996163083e+01,2.239071609198393986e+00,7.500000000000000000e+00
4.453999999999999915e+01,4.424473817142882837e+01,1.735159121548271788e+00,7.500000000000000000e+00
4.363000000000000256e+01,3.892093346221809469e+01,3.092929062489716774e+00,7.500000000000000000e+00
4.379999999999999716e+01,4.643969010056437696e+01,2.398989300346233478e+00,7.500000000000000000e+00
4.439000000000000057e+01,4.466702501616602916e+01,1.870950862595595510e+00,7.500000000000000000e+00
4.364000000000000057e+01,4.074803940733085028e+01,2.958348965028621436e+00,7.500000000000000000e+00
4.353999999999999915e+01,4.517458866372088266e+01,2.769358270257304966e+00,7.497101872599056804e+00
4.414999999999999858e+01,4.683924172048819656e+01,1.987481990284839739e+00,7.500000000000000000e+00
