Ts (degC),I (a.u.),P (W),q (slm)
3.035999999999999943e+01,2.864423982518811584e+01,2.979517520554506582e+00,4.775917271628012273e+00
3.039999999999999858e+01,2.757235577086479239e+01,2.978897544709301570e+00,4.777446315798549392e+00
3.139000000000000057e+01,4.364556841973763568e+01,3.449136948869623076e+00,3.617696584822394534e+00
3.381000000000000227e+01,4.723205752500042109e+01,3.500000000000000000e+00,3.500000000000000000e+00
3.492999999999999972e+01,4.751380135939907490e+01,3.492608096018982700e+00,3.510483852827467999e+00
3.620000000000000284e+01,4.895188316785776550e+01,3.470353273104495706e+00,3.565370841581815498e+00
3.689999999999999858e+01,5.076970088176686602e+01,3.456544097936468773e+00,3.599428360038226415e+00
3.806000000000000227e+01,4.834451415000039276e+01,3.471705961207792512e+00,3.562034711835958323e+00
3.877000000000000313e+01,4.945561819172959162e+01,3.500000000000000000e+00,3.500000000000000000e+00
3.932999999999999829e+01,5.059180784887228555e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.021000000000000085e+01,4.984620432800680589e+01,3.482682365992930684e+00,3.534963644664588234e+00
4.060999999999999943e+01,4.956634277706825742e+01,3.485997976475236015e+00,3.526786366599723888e+00
4.096999999999999886e+01,5.046021553984990504e+01,3.489745149864533769e+00,3.517544726508078590e+00
4.160000000000000142e+01,5.070891100996178125e+01,3.498238901672306778e+00,3.500000000000000000e+00
4.202000000000000313e+01,5.077354921522488951e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.250999999999999801e+01,5.034418409774389858e+01,3.486143467114751537e+00,6.998613678071987643e+00
4.285000000000000142e+01,4.920494435300682312e+01,3.163604241872818967e+00,7.482484115357241450e+00
4.153000000000000114e+01,4.784561048458628818e+01,3.492890400209382129e+00,3.509787607030173451e+00
4.142999999999999972e+01,4.987392612575157358e+01,3.493414131670998124e+00,3.508495930032585974e+00
4.204999999999999716e+01,5.015417694473747900e+01,3.500000000000000000e+00,3.500000000000000000e+00
4.314999999999999858e+01,4.996715089511331342e+01,2.792562992811486122e+00,7.500000000000000000e+00
4.365999999999999659e+01,4.989029262969858536e+01,2.274920380737619929e+00,7.500000000000000000e+00
4.245000000000000284e+01,4.604743109718051386e+01,3.500000000000000000e+00,3.989158838984783628e+00
4.217999999999999972e+01,4.997803315432319948e+01,3.466398260760937156e+00,4.311040288047436775e+00
4.292999999999999972e+01,4.939357428552619922e+01,3.085659393259573058e+00,7.481260148826615719e+00
4.375000000000000000e+01,5.083894871052659425e+01,2.110246469209480225e+00,7.500000000000000000e+00
4.325999999999999801e+01,4.526516739586383409e+01,3.074734835293654100e+00,7.489174759602915010e+00
4.278000000000000114e+01,4.724468163552625555e+01,3.448720358568355682e+00,7.450150454119121690e+00
4.306000000000000227e+01,4.731616405996193464e+01,3.152694680889908341e+00,7.470730557342236011e+00
4.349000000000000199e+01,4.802801705582741931e+01,2.635716337121300601e+00,7.500000000000000000e+00
4.363000000000000256e+01,4.697472424624044862e+01,2.553046367883592627e+00,7.500000000000000000e+00
4.364999999999999858e+01,4.664433422481214819e+01,2.553296203187868318e+00,7.500000000000000000e+00
4.342999999999999972e+01,4.507939045319464100e+01,2.900236913844521425e+00,7.500000000000000000e+00
4.347999999999999687e+01,4.667762896127867123e+01,2.737452069727114079e+00,7.500000000000000000e+00
4.377000000000000313e+01,4.765459320563974188e+01,2.353180459152711457e+00,7.500000000000000000e+00
4.382999999999999829e+01,4.500877772255558540e+01,2.465738512201713917e+00,7.500000000000000000e+00
4.335999999999999943e+01,4.525096403966242065e+01,2.965121034368023878e+00,7.494973384846916886e+00
4.335000000000000142e+01,4.728326598270662373e+01,2.838903877835833089e+00,7.493725860446367903e+00
4.396999999999999886e+01,4.683736682819500885e+01,2.188459945694645192e+00,7.500000000000000000e+00
4.379999999999999716e+01,4.483883265620280412e+01,2.509761771180518686e+00,7.500000000000000000e+00
4.346000000000000085e+01,4.570706300244327736e+01,2.824233799502412268e+00,7.500000000000000000e+00
4.382000000000000028e+01,4.677348498552633771e+01,2.357102470597447041e+00,7.500000000000000000e+00
4.407000000000000028e+01,4.576006751334526967e+01,2.150995829646819679e+00,7.500000000000000000e+00
4.346999999999999886e+01,4.439355682330912600e+01,2.901576195497706401e+00,7.500000000000000000e+00
4.353000000000000114e+01,4.660535814586410908e+01,2.686418684104024734e+00,7.500000000000000000e+00
4.385000000000000142e+01,4.673883520206837972e+01,2.326127023798204796e+00,7.500000000000000000e+00
4.400999999999999801e+01,4.551668136372101969e+01,2.232877643281781399e+00,7.500000000000000000e+00
4.332000000000000028e+01,4.293403570770711042e+01,3.164285080693085117e+00,7.486522377090653713e+00
4.368999999999999773e+01,4.773035757857191186e+01,2.434539029599280369e+00,7.500000000000000000e+00
4.435999999999999943e+01,4.655125481503725382e+01,1.778661162967682730e+00,7.500000000000000000e+00
4.347999999999999687e+01,4.050042797481207657e+01,3.152566048645517149e+00,7.500000000000000000e+00
4.321000000000000085e+01,4.655274290300675233e+01,3.040469846164875811e+00,7.474485878916962811e+00
4.432999999999999829e+01,4.762812544229277023e+01,1.738638829546703235e+00,7.500000000000000000e+00
4.431000000000000227e+01,4.163086976898494385e+01,2.165072588790458497e+00,7.500000000000000000e+00
4.315999999999999659e+01,4.210135686710474090e+01,3.395324084051704272e+00,7.468175530978989229e+00
4.356000000000000227e+01,4.688843239003754348e+01,2.633285525658275894e+00,7.500000000000000000e+00
4.436999999999999744e+01,4.623038461466234850e+01,1.788609996949272363e+00,7.500000000000000000e+00
4.425999999999999801e+01,4.044093402067671406e+01,2.299797764995164862e+00,7.500000000000000000e+00
4.307000000000000028e+01,4.302031031785765691e+01,3.431668724534469028e+00,7.457815936748221297e+00
4.386999999999999744e+01,4.731372497537630295e+01,2.263940256737323242e+00,7.500000000000000000e+00
4.445000000000000284e+01,4.601505532894800155e+01,1.714891657963927951e+00,7.500000000000000000e+00
4.342000000000000171e+01,3.781837360770673939e+01,3.398192304784040552e+00,7.489312425795274564e+00
4.339000000000000057e+01,4.752368088383504841e+01,2.776241969503374207e+00,7.486301224738936000e+00
4.413000000000000256e+01,4.760230317405950728e+01,1.958705090501302148e+00,7.500000000000000000e+00
4.431000000000000227e+01,4.331537549605207715e+01,2.050257729544144425e+00,7.500000000000000000e+00
4.295000000000000284e+01,4.136594576334584161e+01,3.500000000000000000e+00,7.443232855909728052e+00
4.357000000000000028e+01,4.708505709981191245e+01,2.607887727630851860e+00,7.500000000000000000e+00
4.453999999999999915e+01,4.667399250789471665e+01,1.576854839180632517e+00,7.500000000000000000e+00
4.384000000000000341e+01,3.853564679154130346e+01,2.888127186966871207e+00,7.500000000000000000e+00
4.327000000000000313e+01,4.631657792199277424e+01,2.988636360510868784e+00,7.471688904555563226e+00
4.409000000000000341e+01,4.653928359078907562e+01,2.073585726562388043e+00,7.500000000000000000e+00
4.459000000000000341e+01,4.501694249661725422e+01,1.627410457995824622e+00,7.500000000000000000e+00
4.332999999999999829e+01,3.769357624342097068e+01,3.500000000000000000e+00,7.475634189914016403e+00
4.371000000000000085e+01,4.739995277481199309e+01,2.432215368180612458e+00,7.500000000000000000e+00
4.464999999999999858e+01,4.617993991071477211e+01,1.545623608301216922e+00,7.500000000000000000e+00
4.382000000000000028e+01,3.724437077424799014e+01,2.996401511161018050e+00,7.500000000000000000e+00
4.375000000000000000e+01,4.554541328740611306e+01,2.513072670394525865e+00,7.500000000000000000e+00
4.449000000000000199e+01,4.611039397161732722e+01,1.662737232722192093e+00,7.500000000000000000e+00
4.381000000000000227e+01,3.887777644736846838e+01,2.896823222439151024e+00,7.500000000000000000e+00
4.407999999999999829e+01,4.716885074210452444e+01,2.041263898441155078e+00,7.500000000000000000e+00
4.407000000000000028e+01,4.153713254548873834e+01,2.431944720297448015e+00,7.500000000000000000e+00
4.360999999999999943e+01,4.505729825977365977e+01,2.699383804234114947e+00,7.485073787884152452e+00
4.395000000000000284e+01,4.578845205225625392e+01,2.276937233093052626e+00,7.500000000000000000e+00
4.414999999999999858e+01,4.343106694454900207e+01,2.216378690872573998e+00,7.500000000000000000e+00
4.370000000000000284e+01,4.347337151165337588e+01,2.707345509670919359e+00,7.484309032646912385e+00
4.381000000000000227e+01,4.499976050075219547e+01,2.483687116952981722e+00,7.488578628684136262e+00
4.396999999999999886e+01,4.544615239962337228e+01,2.277976841661099261e+00,7.498869997933484299e+00
4.386999999999999744e+01,4.437970577932300387e+01,2.459604203374763820e+00,7.487483658330434722e+00
4.367000000000000171e+01,4.401311382969839059e+01,2.703786870394291775e+00,7.466062887911416368e+00
4.382000000000000028e+01,4.613339035093916607e+01,2.396187224539791494e+00,7.473109694165646744e+00
4.421999999999999886e+01,4.563839168458658690e+01,1.990567477495171822e+00,7.500000000000000000e+00
4.390999999999999659e+01,4.170796701541352292e+01,2.595763261404613331e+00,7.480113481669456554e+00
4.353999999999999915e+01,4.475018794567596814e+01,2.796661772565198767e+00,7.437655238189885054e+00
4.422999999999999687e+01,4.656114419436093499e+01,1.917305218502185049e+00,7.494659593903142181e+00
4.413000000000000256e+01,4.191319011428576857e+01,2.340420412337009815e+00,7.488314931131709429e+00
4.378999999999999915e+01,4.304639127688058409e+01,2.637113483979159234e+00,7.451188875192697125e+00
4.396999999999999886e+01,4.639976548872129314e+01,2.213444627194335990e+00,7.458748680495720151e+00
4.425999999999999801e+01,4.497061713552683671e+01,1.991527805229099002e+00,7.483410262818358305e+00
4.385000000000000142e+01,4.089237901297001798e+01,2.716433201682302290e+00,7.447859889412995926e+00
4.343999999999999773e+01,4.644554883101486809e+01,2.791922969514364361e+00,7.397866376366494912e+00
4.421000000000000085e+01,4.768229036616605754e+01,1.863490826525387334e+00,7.463311949220123864e+00
4.400000000000000000e+01,4.180519040526316132e+01,2.490202392507148588e+00,7.448956761493813694e+00
4.328000000000000114e+01,4.413541544379652493e+01,3.123209021097683724e+00,7.375352049826336298e+00
4.392000000000000171e+01,4.832195384943568683e+01,2.138548999554509944e+00,7.424705105417819695e+00
4.434000000000000341e+01,4.573150805018861575e+01,1.852269244803046444e+00,7.463125010910439450e+00
4.300000000000000000e+01,3.993530932218043716e+01,3.500000000000000000e+00,7.344835583245522770e+00
4.338000000000000256e+01,4.716315215357175816e+01,2.809231611317111188e+00,7.366132991660450102e+00
4.421000000000000085e+01,4.831174911372124825e+01,1.820897546284566904e+00,7.437326165432368796e+00
4.403000000000000114e+01,4.167600268872181601e+01,2.465839565367946573e+00,7.426902840357978874e+00
4.314999999999999858e+01,4.477463792086393823e+01,3.222622908961536581e+00,7.337322913527556167e+00
4.414999999999999858e+01,4.785442814492544272e+01,1.917512919541541017e+00,7.421510088401259253e+00
4.425999999999999801e+01,4.299302213514935289e+01,2.124560020103432922e+00,7.434779681687329500e+00
4.361999999999999744e+01,4.224103264736773156e+01,2.877594989063671616e+00,7.372940269916505862e+00
4.389999999999999858e+01,4.628292101842170325e+01,2.297760283533363257e+00,7.388919353540424062e+00
4.425999999999999801e+01,4.642541283270687558e+01,1.893052416007613203e+00,7.417636250586344460e+00
4.368999999999999773e+01,4.034793345000007747e+01,2.928350814195235685e+00,7.370631171923852420e+00
4.365999999999999659e+01,4.702400114605242720e+01,2.511104000413674875e+00,7.353973179778224178e+00
4.435000000000000142e+01,4.595000568214304337e+01,1.826270065327940006e+00,7.415199791645633809e+00
4.414999999999999858e+01,4.024244673721802457e+01,2.430573437552411953e+00,7.401132986065255714e+00
4.318999999999999773e+01,4.440176840808214109e+01,3.203630841467372647e+00,7.302338180017484248e+00
4.410000000000000142e+01,4.808155373063976157e+01,1.956833463339062718e+00,7.377293365725639873e+00
4.467000000000000171e+01,4.320059069718025313e+01,1.553133385104619402e+00,7.500000000000000000e+00
4.331000000000000227e+01,3.604586866522559063e+01,3.427809365058621882e+00,7.269524299183517613e+00
4.407999999999999829e+01,4.774992199342122490e+01,1.500000000000000000e+00,7.466509096641607002e+00
4.479999999999999716e+01,3.937957744962401563e+01,1.500000000000000000e+00,7.500000000000000000e+00
4.306000000000000227e+01,3.612064508571431531e+01,1.651605945057611269e+00,6.884365501385652841e+00
4.242999999999999972e+01,3.651909049454882705e+01,1.683352644046856916e+00,6.796026511520518731e+00
4.229999999999999716e+01,3.739535257387213107e+01,1.620294155308180661e+00,6.811446616781211105e+00
4.207999999999999829e+01,3.625973942763148727e+01,1.568112718311453158e+00,6.836184691469489927e+00
4.178000000000000114e+01,3.668808456428578069e+01,1.556531581260243824e+00,6.813362237595059767e+00
4.147999999999999687e+01,3.573627984699247406e+01,1.413683571428571440e+03,1.430067321428571404e+03
1.355063710952090500e-275,3.824380177792281050e-297,1.352829642857142744e+03,1.373894464285714321e+03
3.073728028120063992e-275,8.605128097452802196e-298,1.406661964285714248e+03,1.345808035714285779e+03
4.337264928348369797e-275,2.963421145493981259e-297,1.371553928571428514e+03,1.369213392857142935e+03
1.084088981569187802e-274,2.772258133289286387e-297,1.397299821428571477e+03,1.399640357142857056e+03
2.545006799549533327e-273,4.397704434225486086e-297,1.448791607142857174e+03,1.380916071428571513e+03
3.703814713795256640e-273,1.816590354866377868e-297,1.348148571428571358e+03,1.362191785714285743e+03
4.072250636262574371e-272,9.560819203728071961e-298,1.336445892857142780e+03,1.432407857142857210e+03
1.835518057778608744e-270,7.649422402925817667e-298,1.380916071428571513e+03,1.423045714285714212e+03
4.588756785305595915e-271,4.971159930365522813e-297,1.387937678571428478e+03,1.390278214285714284e+03
3.332783786451425649e-272,2.581159283559125066e-297,1.401980892857142862e+03,1.416024107142857247e+03
3.109964116149541355e-271,1.529947183945279586e-297,1.390278214285714284e+03,1.397299821428571477e+03
7.405251615413171171e-272,2.509677126622608869e-298,1.331764821428571395e+03,1.310700000000000045e+03
6.632316737578192618e-270,3.059903118572026276e-297,1.348148571428571358e+03,1.366872857142857129e+03
1.480618649807308873e-270,1.195000323392074523e-297,1.383256607142857092e+03,1.369213392857142935e+03
1.896528240788344438e-270,1.242787795321528071e-297,1.322402678571428623e+03,1.355170178571428551e+03
1.706561488498940003e-269,7.408512762841977272e-298,1.378575535714285706e+03,1.348148571428571358e+03
2.133270458808781585e-270,1.338367842954713810e-297,1.359851249999999936e+03,1.409002500000000055e+03
3.316190865455560810e-270,8.127421072518498294e-298,1.378575535714285706e+03,1.359851249999999936e+03
5.212802145075051275e-270,2.390018144853972924e-297,1.315381071428571431e+03,1.373894464285714321e+03
3.671149844565810265e-270,2.485617878416491461e-297,1.357510714285714357e+03,1.418364642857142826e+03
2.666439145491405288e-271,4.063692308843589030e-298,1.392618750000000091e+03,1.392618750000000091e+03
1.776910399218005885e-271,2.294478198825774132e-297,1.350489107142857165e+03,1.369213392857142935e+03
8.586213130956505476e-271,1.721028536095137013e-297,1.425386250000000018e+03,1.427726785714285825e+03
3.552810327586515933e-270,3.226465509278755523e-298,1.348148571428571358e+03,1.420705178571428632e+03
2.814284561707036948e-271,1.051673633879112675e-297,1.373894464285714321e+03,1.291975714285714275e+03
3.147909322253611020e-272,1.433947161219817326e-297,1.341126964285714394e+03,1.327083750000000009e+03
1.998604062905971637e-271,1.003875954401095049e-297,1.437088928571428596e+03,1.423045714285714212e+03
8.513973792583139363e-272,9.083046563145736373e-298,1.401980892857142862e+03,1.392618750000000091e+03
7.408285234417229362e-273,2.390022520862233387e-297,1.348148571428571358e+03,1.404321428571428669e+03
2.370542964246177138e-271,2.294427161105150156e-297,1.362191785714285743e+03,1.359851249999999936e+03
2.963111004837444506e-272,2.007753367849844516e-297,1.329424285714285816e+03,1.427726785714285825e+03
4.440967776456066700e-271,2.390022520417220313e-297,1.324743214285714203e+03,1.373894464285714321e+03
4.996549647699531263e-272,3.824769529660315747e-298,1.355170178571428551e+03,1.359851249999999936e+03
2.842818353228904268e-270,7.169557174889038546e-298,1.373894464285714321e+03,1.373894464285714321e+03
4.257311268231957991e-272,1.099442878103634282e-297,1.439429464285714175e+03,1.327083750000000009e+03
3.701575958582591177e-271,2.581138868328465996e-297,1.406661964285714248e+03,1.376234999999999900e+03
8.881962633857656640e-271,3.226438168600277573e-298,1.437088928571428596e+03,1.404321428571428669e+03
4.145098676328614686e-271,4.588950566623015030e-297,1.390278214285714284e+03,1.334105357142857201e+03
7.774910293816970023e-272,1.195004698198785086e-297,1.355170178571428551e+03,1.373894464285714321e+03
1.776809984936533851e-271,1.433920184468866071e-297,1.366872857142857129e+03,1.394959285714285670e+03
4.741149107609924119e-271,2.676705063196955330e-297,1.387937678571428478e+03,1.380916071428571513e+03
2.179679826624979033e-269,1.721050408704666835e-297,1.334105357142857201e+03,1.399640357142857056e+03
1.998626629660554365e-271,5.736140813315553041e-298,1.373894464285714321e+03,1.280273035714285697e+03
3.671129989052844731e-270,8.605361411688634490e-298,1.338786428571428587e+03,1.385597142857142899e+03
2.842327691238777071e-269,5.162315650891942905e-297,1.369213392857142935e+03,1.378575535714285706e+03
5.449455906477568456e-270,1.625485672194078375e-297,1.409002500000000055e+03,1.348148571428571358e+03
7.403201561938748855e-271,7.649444277293207105e-298,1.343467499999999973e+03,1.338786428571428587e+03
6.811779268289421403e-271,1.003874495987546789e-297,1.359851249999999936e+03,1.324743214285714203e+03
7.107492670539629513e-271,1.816603478819246255e-297,1.411343035714285634e+03,1.345808035714285779e+03
1.998670630412668391e-271,1.290563601622624077e-297,1.355170178571428551e+03,1.355170178571428551e+03
2.146443841952078574e-271,7.649663013178823518e-298,1.364532321428571322e+03,1.432407857142857210e+03
3.553495862002233086e-271,9.082915319055467759e-298,1.453472678571428560e+03,1.453472678571428560e+03
5.181407189362154529e-272,4.206665372630411394e-297,1.355170178571428551e+03,1.416024107142857247e+03
