Ts (degC),I (a.u.),P (W),q (slm)
3.736999999999999744e+01,3.167536661616554383e+01,3.499358127174479360e+00,3.505088222564366696e+00
4.053999999999999915e+01,4.591134742330886098e+01,3.499966173212589737e+00,3.500365981488847478e+00
4.281000000000000227e+01,4.955485444229248060e+01,3.253697990771775572e+00,7.499291171262318478e+00
4.271999999999999886e+01,4.978215002481209694e+01,3.336118287013653649e+00,7.499322123556980912e+00
4.132000000000000028e+01,4.583114342368464378e+01,3.499961313654567086e+00,3.500456490454815217e+00
4.114000000000000057e+01,4.873861355357188074e+01,3.499961205021054234e+00,3.500457080554181033e+00
4.206000000000000227e+01,4.962102754624038425e+01,3.499967646173626434e+00,3.500435684538676373e+00
4.340999999999999659e+01,4.913490074210460534e+01,2.627486686401148130e+00,7.499302967420968358e+00
4.424000000000000199e+01,4.706641411691747834e+01,1.865491970461479188e+00,7.499391286532556933e+00
4.288000000000000256e+01,4.325590371541255763e+01,3.499925097557368581e+00,6.417566036219598757e+00
4.242000000000000171e+01,4.664978397744381056e+01,3.499842424666600671e+00,4.004071053726748985e+00
4.296999999999999886e+01,4.801080056785746564e+01,3.187069208100912654e+00,7.499253350045323785e+00
4.350000000000000000e+01,4.855362500188015673e+01,2.569875799492689072e+00,7.499283021415151573e+00
4.357999999999999829e+01,4.610346598590313505e+01,2.654174817395159813e+00,7.499274355159127659e+00
4.328000000000000114e+01,4.511819653533802921e+01,3.051045563909869696e+00,7.499238926091432944e+00
4.313000000000000256e+01,4.637241571297002452e+01,3.127053665967229890e+00,7.499230502284035538e+00
4.329999999999999716e+01,4.560024095244364872e+01,2.995405617662916686e+00,7.499226511704639719e+00
4.340999999999999659e+01,4.581837888101493661e+01,2.859915563048049947e+00,7.499230752770570163e+00
4.357000000000000028e+01,4.599934417500046635e+01,2.672395132461463874e+00,7.499241513967309203e+00
4.356000000000000227e+01,4.542399368571494733e+01,2.723644590298181178e+00,7.499230886719224110e+00
4.365999999999999659e+01,4.543231613797058088e+01,2.613787428114953126e+00,7.499234130327348424e+00
4.360999999999999943e+01,4.471281328590298187e+01,2.718848700876172142e+00,7.499217214469645398e+00
4.361999999999999744e+01,4.431056142688019861e+01,2.736111911920140471e+00,7.499208347389986429e+00
4.354999999999999716e+01,4.438376599285760449e+01,2.807471258439735884e+00,7.499192880696901042e+00
4.352000000000000313e+01,4.551770134454918804e+01,2.760780525897474025e+00,7.499185019744618153e+00
4.364999999999999858e+01,4.494787205582770184e+01,2.658660987927202068e+00,7.499189084833592922e+00
4.364000000000000057e+01,4.587300698458650317e+01,2.604749510902100162e+00,7.499183967681555707e+00
4.367000000000000171e+01,4.407766826842154018e+01,2.697791735467410579e+00,7.499169442192989976e+00
4.350000000000000000e+01,4.494240505714346057e+01,2.822949561694336751e+00,7.499145055396156501e+00
4.357000000000000028e+01,4.497900364454905286e+01,2.743892209194301657e+00,7.499142555188965886e+00
4.370000000000000284e+01,4.494718714116596914e+01,2.604066325819382577e+00,7.499149282327142174e+00
4.382999999999999829e+01,4.510562909041269108e+01,2.450906285025157061e+00,7.499156929616125566e+00
4.378999999999999915e+01,4.308839526992550617e+01,2.635990213320344111e+00,7.499128510165605555e+00
4.349000000000000199e+01,4.356145942105224123e+01,2.930652227325403647e+00,7.499082356854762210e+00
4.367000000000000171e+01,4.466685501936055402e+01,2.656488933674306718e+00,7.499099689229806742e+00
4.381000000000000227e+01,4.475616739849699854e+01,2.497246399835216568e+00,7.499107215225663481e+00
4.368999999999999773e+01,4.310420004530118376e+01,2.744148882653840271e+00,7.499070316742875164e+00
4.363000000000000256e+01,4.430193840056438148e+01,2.725767973773932429e+00,7.499056491935242263e+00
4.375000000000000000e+01,4.417884593176624008e+01,2.603265985925126369e+00,7.499058521522059095e+00
4.375999999999999801e+01,4.438454206522503398e+01,2.577920870490467919e+00,7.499047899395788086e+00
4.370000000000000284e+01,4.406360288063975617e+01,2.665975287914995384e+00,7.499024163078880534e+00
4.374000000000000199e+01,4.402612967199298311e+01,2.624890575609255983e+00,7.499014701922127379e+00
4.370000000000000284e+01,4.357383223195488853e+01,2.700296698497719916e+00,7.498993325165574930e+00
4.377000000000000313e+01,4.478377832876012832e+01,2.539005576864070246e+00,7.498994344043371285e+00
4.382000000000000028e+01,4.353555585000049888e+01,2.571848119326188620e+00,7.498978864806059796e+00
4.384000000000000341e+01,4.296587192086391838e+01,2.589917246823159047e+00,7.498961530063224856e+00
4.365999999999999659e+01,4.320673029191707570e+01,2.769724435858761158e+00,7.498917885486559243e+00
4.371000000000000085e+01,4.451450585413584804e+01,2.623431687550923819e+00,7.498917452802012384e+00
4.385999999999999943e+01,4.412231337124076447e+01,2.487007506939927559e+00,7.498920986480001716e+00
4.385999999999999943e+01,4.373134043063982546e+01,2.514405894075966152e+00,7.498898927812061466e+00
4.357000000000000028e+01,4.389621269379620827e+01,2.819737663720595755e+00,7.498835439440533435e+00
4.367999999999999972e+01,4.470929509116602674e+01,2.642551493983445798e+00,7.498839055827455802e+00
4.379999999999999716e+01,4.411369773609089862e+01,2.553164225414957134e+00,7.498834810308514065e+00
4.360000000000000142e+01,4.362501851616603687e+01,2.805954283191346654e+00,7.498778338399177734e+00
4.357999999999999829e+01,4.553899775582744525e+01,2.693666176632791842e+00,7.498766114639192182e+00
4.381000000000000227e+01,4.470986421090297824e+01,2.500446941940079437e+00,7.498779791493143776e+00
4.360999999999999943e+01,4.357575886240636009e+01,2.798470653732628488e+00,7.498715243121864660e+00
